code_name|code_api_url|code_html_url|repo_name|repo_owner|repo_starcount|repo_forkcount|repo_description|repo_api_url|repo_html_url|repo_stargazers|repo_subscribers|repo_forks|repo_main_language
memcpy_test.c|https://api.github.com/repositories/47881961/contents/jni/qemu/roms/ipxe/src/tests/memcpy_test.c?ref=62ac2e36e8079361af01ffbeaae2e35782c0b27b|https://github.com/vgmurphy/limbo-android/blob/62ac2e36e8079361af01ffbeaae2e35782c0b27b/jni/qemu/roms/ipxe/src/tests/memcpy_test.c|limbo-android|vgmurphy|24|5|This project is on SourceForge! http://www.sourceforge.net/projects/limbopcemulator/ exported from http://code.google.com/p/limbo-android/|https://api.github.com/repos/vgmurphy/limbo-android|https://github.com/vgmurphy/limbo-android|https://api.github.com/repos/vgmurphy/limbo-android/stargazers|https://api.github.com/repos/vgmurphy/limbo-android/subscribers|https://api.github.com/repos/vgmurphy/limbo-android/forks|https://api.github.com/repos/vgmurphy/limbo-android/languages
mem-memcpy-x86-64-asm-def.h|https://api.github.com/repositories/118633889/contents/tools/perf/bench/mem-memcpy-x86-64-asm-def.h?ref=acab3402f8cd3eced4f5c5008bafa453c3778bc0|https://github.com/evopen/DHH-OP3T/blob/acab3402f8cd3eced4f5c5008bafa453c3778bc0/tools/perf/bench/mem-memcpy-x86-64-asm-def.h|DHH-OP3T|evopen|0|0||https://api.github.com/repos/evopen/DHH-OP3T|https://github.com/evopen/DHH-OP3T|https://api.github.com/repos/evopen/DHH-OP3T/stargazers|https://api.github.com/repos/evopen/DHH-OP3T/subscribers|https://api.github.com/repos/evopen/DHH-OP3T/forks|https://api.github.com/repos/evopen/DHH-OP3T/languages
mem-memcpy-x86-64-asm-def.h|https://api.github.com/repositories/117320405/contents/tools/perf/bench/mem-memcpy-x86-64-asm-def.h?ref=50f0abfca7cb1ea5082c04b3e86f6b54956df9d3|https://github.com/ashutoshbsathe/android_kernel_motorola_msm8610/blob/50f0abfca7cb1ea5082c04b3e86f6b54956df9d3/tools/perf/bench/mem-memcpy-x86-64-asm-def.h|android_kernel_motorola_msm8610|ashutoshbsathe|0|0||https://api.github.com/repos/ashutoshbsathe/android_kernel_motorola_msm8610|https://github.com/ashutoshbsathe/android_kernel_motorola_msm8610|https://api.github.com/repos/ashutoshbsathe/android_kernel_motorola_msm8610/stargazers|https://api.github.com/repos/ashutoshbsathe/android_kernel_motorola_msm8610/subscribers|https://api.github.com/repos/ashutoshbsathe/android_kernel_motorola_msm8610/forks|https://api.github.com/repos/ashutoshbsathe/android_kernel_motorola_msm8610/languages
mem-memcpy-x86-64-asm-def.h|https://api.github.com/repositories/108726857/contents/tools/perf/bench/mem-memcpy-x86-64-asm-def.h?ref=070c9f409c7531e66df385e4c6c26edf4b4c1fab|https://github.com/ARCHOS-45c-Helium/android_kernel_archos_msm8909-8.0/blob/070c9f409c7531e66df385e4c6c26edf4b4c1fab/tools/perf/bench/mem-memcpy-x86-64-asm-def.h|android_kernel_archos_msm8909-8.0|ARCHOS-45c-Helium|0|0||https://api.github.com/repos/ARCHOS-45c-Helium/android_kernel_archos_msm8909-8.0|https://github.com/ARCHOS-45c-Helium/android_kernel_archos_msm8909-8.0|https://api.github.com/repos/ARCHOS-45c-Helium/android_kernel_archos_msm8909-8.0/stargazers|https://api.github.com/repos/ARCHOS-45c-Helium/android_kernel_archos_msm8909-8.0/subscribers|https://api.github.com/repos/ARCHOS-45c-Helium/android_kernel_archos_msm8909-8.0/forks|https://api.github.com/repos/ARCHOS-45c-Helium/android_kernel_archos_msm8909-8.0/languages
mem-memcpy-x86-64-asm-def.h|https://api.github.com/repositories/47899762/contents/tools/perf/bench/mem-memcpy-x86-64-asm-def.h?ref=091e2f9dbf9921c91a8ac2757e09b7041457ee90|https://github.com/djvoleur/test_test/blob/091e2f9dbf9921c91a8ac2757e09b7041457ee90/tools/perf/bench/mem-memcpy-x86-64-asm-def.h|test_test|djvoleur|0|0||https://api.github.com/repos/djvoleur/test_test|https://github.com/djvoleur/test_test|https://api.github.com/repos/djvoleur/test_test/stargazers|https://api.github.com/repos/djvoleur/test_test/subscribers|https://api.github.com/repos/djvoleur/test_test/forks|https://api.github.com/repos/djvoleur/test_test/languages
mem-memcpy-x86-64-asm-def.h|https://api.github.com/repositories/46600997/contents/tools/perf/bench/mem-memcpy-x86-64-asm-def.h?ref=e0cb5695d89908d56f252575216a22f8685bf33d|https://github.com/osmc/vero2-recovery/blob/e0cb5695d89908d56f252575216a22f8685bf33d/tools/perf/bench/mem-memcpy-x86-64-asm-def.h|vero2-recovery|osmc|0|1||https://api.github.com/repos/osmc/vero2-recovery|https://github.com/osmc/vero2-recovery|https://api.github.com/repos/osmc/vero2-recovery/stargazers|https://api.github.com/repos/osmc/vero2-recovery/subscribers|https://api.github.com/repos/osmc/vero2-recovery/forks|https://api.github.com/repos/osmc/vero2-recovery/languages
mem-memcpy-x86-64-asm-def.h|https://api.github.com/repositories/21784361/contents/tools/perf/bench/mem-memcpy-x86-64-asm-def.h?ref=9b9c9064dca6850d192a64dd24ae3c54f948f7bb|https://github.com/tegansmum/N9005_Kernel/blob/9b9c9064dca6850d192a64dd24ae3c54f948f7bb/tools/perf/bench/mem-memcpy-x86-64-asm-def.h|N9005_Kernel|tegansmum|1|1|Smasung Galaxy Note 3 SM-N9005 HLTE Kernel|https://api.github.com/repos/tegansmum/N9005_Kernel|https://github.com/tegansmum/N9005_Kernel|https://api.github.com/repos/tegansmum/N9005_Kernel/stargazers|https://api.github.com/repos/tegansmum/N9005_Kernel/subscribers|https://api.github.com/repos/tegansmum/N9005_Kernel/forks|https://api.github.com/repos/tegansmum/N9005_Kernel/languages
mem-memcpy-x86-64-asm-def.h|https://api.github.com/repositories/294799260/contents/tools/perf/bench/mem-memcpy-x86-64-asm-def.h?ref=f534186a8819fd16396919e2a79237d699344202|https://github.com/Fraaxius/kernel_moto_sdm632/blob/f534186a8819fd16396919e2a79237d699344202/tools/perf/bench/mem-memcpy-x86-64-asm-def.h|kernel_moto_sdm632|Fraaxius|0|0|Lineage kernel for Motorola SDM632 devices|https://api.github.com/repos/Fraaxius/kernel_moto_sdm632|https://github.com/Fraaxius/kernel_moto_sdm632|https://api.github.com/repos/Fraaxius/kernel_moto_sdm632/stargazers|https://api.github.com/repos/Fraaxius/kernel_moto_sdm632/subscribers|https://api.github.com/repos/Fraaxius/kernel_moto_sdm632/forks|https://api.github.com/repos/Fraaxius/kernel_moto_sdm632/languages
mem-memcpy-x86-64-asm-def.h|https://api.github.com/repositories/316907909/contents/tools/perf/bench/mem-memcpy-x86-64-asm-def.h?ref=36f633d9125c224f4327127c4dd355b117b5d1cc|https://github.com/nickverse/android_kernel_samsung_universal7885/blob/36f633d9125c224f4327127c4dd355b117b5d1cc/tools/perf/bench/mem-memcpy-x86-64-asm-def.h|android_kernel_samsung_universal7885|nickverse|0|2|Stable Linux Tag: v4.4.177|https://api.github.com/repos/nickverse/android_kernel_samsung_universal7885|https://github.com/nickverse/android_kernel_samsung_universal7885|https://api.github.com/repos/nickverse/android_kernel_samsung_universal7885/stargazers|https://api.github.com/repos/nickverse/android_kernel_samsung_universal7885/subscribers|https://api.github.com/repos/nickverse/android_kernel_samsung_universal7885/forks|https://api.github.com/repos/nickverse/android_kernel_samsung_universal7885/languages
ipa_test_dma.c|https://api.github.com/repositories/141664706/contents/drivers/platform/msm/ipa/test/ipa_test_dma.c?ref=4dd3abaecf09b1472c968d7c339f9a4e0c797a99|https://github.com/LyFE4599/NOOBsKernel_M/blob/4dd3abaecf09b1472c968d7c339f9a4e0c797a99/drivers/platform/msm/ipa/test/ipa_test_dma.c|NOOBsKernel_M|LyFE4599|0|0||https://api.github.com/repos/LyFE4599/NOOBsKernel_M|https://github.com/LyFE4599/NOOBsKernel_M|https://api.github.com/repos/LyFE4599/NOOBsKernel_M/stargazers|https://api.github.com/repos/LyFE4599/NOOBsKernel_M/subscribers|https://api.github.com/repos/LyFE4599/NOOBsKernel_M/forks|https://api.github.com/repos/LyFE4599/NOOBsKernel_M/languages
Wrestrict-16.c|https://api.github.com/repositories/323861604/contents/gcc/gcc/testsuite/gcc.dg/Wrestrict-16.c?ref=fd754bae2ffe5eae88ebbe0a7e7048d86a4ad1e9|https://github.com/CoreELEC-Backup/gpl-sources/blob/fd754bae2ffe5eae88ebbe0a7e7048d86a4ad1e9/gcc/gcc/testsuite/gcc.dg/Wrestrict-16.c|gpl-sources|CoreELEC-Backup|0|1||https://api.github.com/repos/CoreELEC-Backup/gpl-sources|https://github.com/CoreELEC-Backup/gpl-sources|https://api.github.com/repos/CoreELEC-Backup/gpl-sources/stargazers|https://api.github.com/repos/CoreELEC-Backup/gpl-sources/subscribers|https://api.github.com/repos/CoreELEC-Backup/gpl-sources/forks|https://api.github.com/repos/CoreELEC-Backup/gpl-sources/languages
ipa_test_dma.c|https://api.github.com/repositories/339304235/contents/drivers/platform/msm/ipa/test/ipa_test_dma.c?ref=dc7245ba1dd1235d83497f55d85629520cefec56|https://github.com/s3tupw1zard/kernel_xiaomi_ginkgo-1/blob/dc7245ba1dd1235d83497f55d85629520cefec56/drivers/platform/msm/ipa/test/ipa_test_dma.c|kernel_xiaomi_ginkgo-1|s3tupw1zard|0|0||https://api.github.com/repos/s3tupw1zard/kernel_xiaomi_ginkgo-1|https://github.com/s3tupw1zard/kernel_xiaomi_ginkgo-1|https://api.github.com/repos/s3tupw1zard/kernel_xiaomi_ginkgo-1/stargazers|https://api.github.com/repos/s3tupw1zard/kernel_xiaomi_ginkgo-1/subscribers|https://api.github.com/repos/s3tupw1zard/kernel_xiaomi_ginkgo-1/forks|https://api.github.com/repos/s3tupw1zard/kernel_xiaomi_ginkgo-1/languages
ipa_test_dma.c|https://api.github.com/repositories/241180837/contents/drivers/platform/msm/ipa/test/ipa_test_dma.c?ref=e3fc775fdc71ab3dfdac909f10eaab8df2552504|https://github.com/cheewaca/Tissot_4.9/blob/e3fc775fdc71ab3dfdac909f10eaab8df2552504/drivers/platform/msm/ipa/test/ipa_test_dma.c|Tissot_4.9|cheewaca|1|1||https://api.github.com/repos/cheewaca/Tissot_4.9|https://github.com/cheewaca/Tissot_4.9|https://api.github.com/repos/cheewaca/Tissot_4.9/stargazers|https://api.github.com/repos/cheewaca/Tissot_4.9/subscribers|https://api.github.com/repos/cheewaca/Tissot_4.9/forks|https://api.github.com/repos/cheewaca/Tissot_4.9/languages
bugprone-not-null-terminated-result-memcpy-before-safe.c|https://api.github.com/repositories/251524677/contents/clang-tools-extra/test/clang-tidy/checkers/bugprone-not-null-terminated-result-memcpy-before-safe.c?ref=1cc9d949a1233e8b17b3b345ccb67ca7296c1a6c|https://github.com/sailfishos-mirror/llvm-project/blob/1cc9d949a1233e8b17b3b345ccb67ca7296c1a6c/clang-tools-extra/test/clang-tidy/checkers/bugprone-not-null-terminated-result-memcpy-before-safe.c|llvm-project|sailfishos-mirror|0|0|https://github.com/llvm/llvm-project.git|https://api.github.com/repos/sailfishos-mirror/llvm-project|https://github.com/sailfishos-mirror/llvm-project|https://api.github.com/repos/sailfishos-mirror/llvm-project/stargazers|https://api.github.com/repos/sailfishos-mirror/llvm-project/subscribers|https://api.github.com/repos/sailfishos-mirror/llvm-project/forks|https://api.github.com/repos/sailfishos-mirror/llvm-project/languages
ipa_test_dma.c|https://api.github.com/repositories/310951976/contents/drivers/platform/msm/ipa/test/ipa_test_dma.c?ref=66d2a52e84c6dfb15d760ce5ea1632fc4f37d041|https://github.com/Aquarius223/android_xiaomi_nitrogen_kernel/blob/66d2a52e84c6dfb15d760ce5ea1632fc4f37d041/drivers/platform/msm/ipa/test/ipa_test_dma.c|android_xiaomi_nitrogen_kernel|Aquarius223|0|2||https://api.github.com/repos/Aquarius223/android_xiaomi_nitrogen_kernel|https://github.com/Aquarius223/android_xiaomi_nitrogen_kernel|https://api.github.com/repos/Aquarius223/android_xiaomi_nitrogen_kernel/stargazers|https://api.github.com/repos/Aquarius223/android_xiaomi_nitrogen_kernel/subscribers|https://api.github.com/repos/Aquarius223/android_xiaomi_nitrogen_kernel/forks|https://api.github.com/repos/Aquarius223/android_xiaomi_nitrogen_kernel/languages
ipa_test_dma.c|https://api.github.com/repositories/104342361/contents/drivers/platform/msm/ipa/test/ipa_test_dma.c?ref=f6a141b8c232984c75d758aea62acc2b73176abc|https://github.com/MoKee/android_kernel_xiaomi_msm8998/blob/f6a141b8c232984c75d758aea62acc2b73176abc/drivers/platform/msm/ipa/test/ipa_test_dma.c|android_kernel_xiaomi_msm8998|MoKee|7|11||https://api.github.com/repos/MoKee/android_kernel_xiaomi_msm8998|https://github.com/MoKee/android_kernel_xiaomi_msm8998|https://api.github.com/repos/MoKee/android_kernel_xiaomi_msm8998/stargazers|https://api.github.com/repos/MoKee/android_kernel_xiaomi_msm8998/subscribers|https://api.github.com/repos/MoKee/android_kernel_xiaomi_msm8998/forks|https://api.github.com/repos/MoKee/android_kernel_xiaomi_msm8998/languages
memcpy.c|https://api.github.com/repositories/323861604/contents/glibc/sysdeps/powerpc/powerpc64/multiarch/memcpy.c?ref=fd754bae2ffe5eae88ebbe0a7e7048d86a4ad1e9|https://github.com/CoreELEC-Backup/gpl-sources/blob/fd754bae2ffe5eae88ebbe0a7e7048d86a4ad1e9/glibc/sysdeps/powerpc/powerpc64/multiarch/memcpy.c|gpl-sources|CoreELEC-Backup|0|1||https://api.github.com/repos/CoreELEC-Backup/gpl-sources|https://github.com/CoreELEC-Backup/gpl-sources|https://api.github.com/repos/CoreELEC-Backup/gpl-sources/stargazers|https://api.github.com/repos/CoreELEC-Backup/gpl-sources/subscribers|https://api.github.com/repos/CoreELEC-Backup/gpl-sources/forks|https://api.github.com/repos/CoreELEC-Backup/gpl-sources/languages
super.c|https://api.github.com/repositories/166796431/contents/source/minix/fs/iso9660fs/super.c?ref=e851c8cd4b8fe9f576779b5f243d185fa7e2e83f|https://github.com/pranay185417/minix/blob/e851c8cd4b8fe9f576779b5f243d185fa7e2e83f/source/minix/fs/iso9660fs/super.c|minix|pranay185417|0|0||https://api.github.com/repos/pranay185417/minix|https://github.com/pranay185417/minix|https://api.github.com/repos/pranay185417/minix/stargazers|https://api.github.com/repos/pranay185417/minix/subscribers|https://api.github.com/repos/pranay185417/minix/forks|https://api.github.com/repos/pranay185417/minix/languages
ipa_dma.c|https://api.github.com/repositories/294799260/contents/drivers/platform/msm/ipa/ipa_v2/ipa_dma.c?ref=f534186a8819fd16396919e2a79237d699344202|https://github.com/Fraaxius/kernel_moto_sdm632/blob/f534186a8819fd16396919e2a79237d699344202/drivers/platform/msm/ipa/ipa_v2/ipa_dma.c|kernel_moto_sdm632|Fraaxius|0|0|Lineage kernel for Motorola SDM632 devices|https://api.github.com/repos/Fraaxius/kernel_moto_sdm632|https://github.com/Fraaxius/kernel_moto_sdm632|https://api.github.com/repos/Fraaxius/kernel_moto_sdm632/stargazers|https://api.github.com/repos/Fraaxius/kernel_moto_sdm632/subscribers|https://api.github.com/repos/Fraaxius/kernel_moto_sdm632/forks|https://api.github.com/repos/Fraaxius/kernel_moto_sdm632/languages
ipa_dma.c|https://api.github.com/repositories/118633889/contents/drivers/platform/msm/ipa/ipa_v2/ipa_dma.c?ref=acab3402f8cd3eced4f5c5008bafa453c3778bc0|https://github.com/evopen/DHH-OP3T/blob/acab3402f8cd3eced4f5c5008bafa453c3778bc0/drivers/platform/msm/ipa/ipa_v2/ipa_dma.c|DHH-OP3T|evopen|0|0||https://api.github.com/repos/evopen/DHH-OP3T|https://github.com/evopen/DHH-OP3T|https://api.github.com/repos/evopen/DHH-OP3T/stargazers|https://api.github.com/repos/evopen/DHH-OP3T/subscribers|https://api.github.com/repos/evopen/DHH-OP3T/forks|https://api.github.com/repos/evopen/DHH-OP3T/languages
stress-memcpy.c|https://api.github.com/repositories/323861604/contents/stress-ng/stress-memcpy.c?ref=fd754bae2ffe5eae88ebbe0a7e7048d86a4ad1e9|https://github.com/CoreELEC-Backup/gpl-sources/blob/fd754bae2ffe5eae88ebbe0a7e7048d86a4ad1e9/stress-ng/stress-memcpy.c|gpl-sources|CoreELEC-Backup|0|1||https://api.github.com/repos/CoreELEC-Backup/gpl-sources|https://github.com/CoreELEC-Backup/gpl-sources|https://api.github.com/repos/CoreELEC-Backup/gpl-sources/stargazers|https://api.github.com/repos/CoreELEC-Backup/gpl-sources/subscribers|https://api.github.com/repos/CoreELEC-Backup/gpl-sources/forks|https://api.github.com/repos/CoreELEC-Backup/gpl-sources/languages
byteorder.h|https://api.github.com/repositories/36791591/contents/Projects/ble/SimpleBLEPeripheral/Source/xbee_ansic_library/include/xbee/byteorder.h?ref=e046aaef6619b80f5ee99fee92702985aabb8cd4|https://github.com/HorseMa/BLE-CC254x-1.4.0/blob/e046aaef6619b80f5ee99fee92702985aabb8cd4/Projects/ble/SimpleBLEPeripheral/Source/xbee_ansic_library/include/xbee/byteorder.h|BLE-CC254x-1.4.0|HorseMa|0|1||https://api.github.com/repos/HorseMa/BLE-CC254x-1.4.0|https://github.com/HorseMa/BLE-CC254x-1.4.0|https://api.github.com/repos/HorseMa/BLE-CC254x-1.4.0/stargazers|https://api.github.com/repos/HorseMa/BLE-CC254x-1.4.0/subscribers|https://api.github.com/repos/HorseMa/BLE-CC254x-1.4.0/forks|https://api.github.com/repos/HorseMa/BLE-CC254x-1.4.0/languages
memcpy_test.c|https://api.github.com/repositories/47162075/contents/roms/ipxe/src/tests/memcpy_test.c?ref=28375f1a1f68ab624272ce16d01456b5fe3bf588|https://github.com/ganboing/ski-qemu/blob/28375f1a1f68ab624272ce16d01456b5fe3bf588/roms/ipxe/src/tests/memcpy_test.c|ski-qemu|ganboing|1|1||https://api.github.com/repos/ganboing/ski-qemu|https://github.com/ganboing/ski-qemu|https://api.github.com/repos/ganboing/ski-qemu/stargazers|https://api.github.com/repos/ganboing/ski-qemu/subscribers|https://api.github.com/repos/ganboing/ski-qemu/forks|https://api.github.com/repos/ganboing/ski-qemu/languages
string_64.h|https://api.github.com/repositories/294799260/contents/arch/x86/include/asm/string_64.h?ref=f534186a8819fd16396919e2a79237d699344202|https://github.com/Fraaxius/kernel_moto_sdm632/blob/f534186a8819fd16396919e2a79237d699344202/arch/x86/include/asm/string_64.h|kernel_moto_sdm632|Fraaxius|0|0|Lineage kernel for Motorola SDM632 devices|https://api.github.com/repos/Fraaxius/kernel_moto_sdm632|https://github.com/Fraaxius/kernel_moto_sdm632|https://api.github.com/repos/Fraaxius/kernel_moto_sdm632/stargazers|https://api.github.com/repos/Fraaxius/kernel_moto_sdm632/subscribers|https://api.github.com/repos/Fraaxius/kernel_moto_sdm632/forks|https://api.github.com/repos/Fraaxius/kernel_moto_sdm632/languages
Wstringop-overflow-27.c|https://api.github.com/repositories/323861604/contents/gcc/gcc/testsuite/gcc.dg/Wstringop-overflow-27.c?ref=fd754bae2ffe5eae88ebbe0a7e7048d86a4ad1e9|https://github.com/CoreELEC-Backup/gpl-sources/blob/fd754bae2ffe5eae88ebbe0a7e7048d86a4ad1e9/gcc/gcc/testsuite/gcc.dg/Wstringop-overflow-27.c|gpl-sources|CoreELEC-Backup|0|1||https://api.github.com/repos/CoreELEC-Backup/gpl-sources|https://github.com/CoreELEC-Backup/gpl-sources|https://api.github.com/repos/CoreELEC-Backup/gpl-sources/stargazers|https://api.github.com/repos/CoreELEC-Backup/gpl-sources/subscribers|https://api.github.com/repos/CoreELEC-Backup/gpl-sources/forks|https://api.github.com/repos/CoreELEC-Backup/gpl-sources/languages
